Mod:Item:MetaData, Localized Name
botania:manabottle, item.manaBottle.name
botania:laputashard:0, Осколок острова Лапута
botania:laputashard:4, Осколок острова Лапута
botania:laputashard:9, Осколок острова Лапута
botania:laputashard:14, Осколок острова Лапута
botania:laputashard:19, Осколок острова Лапута
botania:virus:0, Некродермальный вирус
botania:virus:1, Наллодермальный вирус
botania:reachring, item.reachRing.name
botania:skydirtrod, item.skyDirtRod.name
botania:itemfinder, item.itemFinder.name
botania:superlavapendant, item.superLavaPendant.name
botania:enderhand, item.enderHand.name
botania:glasspick, item.glassPick.name
botania:spark, item.spark.name
botania:sparkupgrade:0, Дополнитель искр: Рассеивающий
botania:sparkupgrade:1, Дополнитель искр: Доминантный
botania:sparkupgrade:2, Дополнитель искр: Рецессивный
botania:sparkupgrade:3, Дополнитель искр: Изолирующий
botania:diviningrod, item.diviningRod.name
botania:gravityrod, item.gravityRod.name
botania:manainkwell, item.manaInkwell.name
botania:vial:0, Пузырёк из манастали
botania:vial:1, Колба из эльфийского стекла
botania:brewvial, item.brewVial.name
botania:brewflask, item.brewFlask.name
botania:bloodpendant, item.bloodPendant.name
botania:missilerod, item.missileRod.name
botania:holycloak, item.holyCloak.name
botania:unholycloak, item.unholyCloak.name
botania:balancecloak, item.balanceCloak.name
botania:craftinghalo, item.craftingHalo.name
botania:blacklotus:0, Чёрный лотос
botania:blacklotus:1, Чернейший лотос
botania:monocle, item.monocle.name
botania:clip, item.clip.name
botania:cobblerod, item.cobbleRod.name
botania:smeltrod, item.smeltRod.name
botania:worldseed, item.worldSeed.name
botania:spellcloth, item.spellCloth.name
botania:thornchakram:0, Шипастая чакра
botania:thornchakram:1, Вспыхивающая чакра
botania:overgrowthseed, item.overgrowthSeed.name
botania:craftpattern:0, Шаблон крафта #1: 1x1
botania:craftpattern:1, Шаблон крафта #2: 2x2
botania:craftpattern:2, Шаблон крафта #3: 1x2
botania:craftpattern:3, Шаблон крафта #4: 2x1
botania:craftpattern:4, Шаблон крафта #5: 1x3
botania:craftpattern:5, Шаблон крафта #6: 3x1
botania:craftpattern:6, Шаблон крафта #7: 2x3
botania:craftpattern:7, Шаблон крафта #8: 3x2
botania:craftpattern:8, Шаблон крафта #9: Пончик
botania:ancientwill:0, Воля Арима
botania:ancientwill:1, Воля Дхарока
botania:ancientwill:2, Воля Гузана
botania:ancientwill:3, Воля Тора
botania:ancientwill:4, Воля Верака
botania:ancientwill:5, Воля Карила
botania:corporeaspark:0, Искра хранилища
botania:corporeaspark:1, Главная искра хранилища
botania:livingwoodbow, item.livingwoodBow.name
botania:crystalbow, item.crystalBow.name
botania:cosmetic:0, Чёрный галстук-бабочка
botania:cosmetic:1, Чёрный галстук
botania:cosmetic:2, Красные очки
botania:cosmetic:3, Пушистый шарф
botania:cosmetic:4, Инженерные очки
botania:cosmetic:5, Повязка на глаз
botania:cosmetic:6, Злая повязка
botania:cosmetic:7, Красные ленточки
botania:cosmetic:8, Розовый бутон
botania:cosmetic:9, Бант в горошек
botania:cosmetic:10, Голубая бабочка
botania:cosmetic:11, Кошачьи ушки
botania:cosmetic:12, Значок ведьмы
botania:cosmetic:13, Хвостик Дьявола
botania:cosmetic:14, Глаз Камуи
botania:cosmetic:15, Выпученные глаза
botania:cosmetic:16, Чётырёхлистный клевер
botania:cosmetic:17, Часы
botania:cosmetic:18, Рог единорога
botania:cosmetic:19, Рога Дьявола
botania:cosmetic:20, Бантики
botania:cosmetic:21, Эмблема ботаника
botania:cosmetic:22, Древняя маска
botania:cosmetic:23, Жуткая маска
botania:cosmetic:24, Антенна пришельца
botania:cosmetic:25, 3D-очки
botania:cosmetic:26, Оранжевые очки
botania:cosmetic:27, Очки Граучо
botania:cosmetic:28, Густые брови
botania:cosmetic:29, Щит Лузитанца
botania:cosmetic:30, Маска мини-картофеля
botania:cosmetic:31, Значок квеста
botania:cosmetic:32, Thinking Hand
botania:swapring, item.swapRing.name
botania:flowerbag, item.flowerBag.name
botania:phantomink, item.phantomInk.name
botania:poolminecart, item.poolMinecart.name
botania:pinkinator, item.pinkinator.name
botania:infinitefruit, item.infiniteFruit.name
botania:kingkey, item.kingKey.name
botania:flugeleye, item.flugelEye.name
botania:thorring, item.thorRing.name
botania:odinring, item.odinRing.name
botania:lokiring, item.lokiRing.name
botania:dice, item.dice.name
botania:keepivy, item.keepIvy.name
botania:blackholetalisman:0, Талисман чёрной дыры
botania:recordgaia1, item.recordGaia1.name
botania:recordgaia2, item.recordGaia2.name
botania:temperancestone:0, Камень воздержания
botania:incensestick, item.incenseStick.name
botania:terraaxe, item.terraAxe.name
botania:waterbowl, item.waterBowl.name
botania:obediencestick, item.obedienceStick.name
botania:cacophonium, item.cacophonium.name
botania:slimebottle:0, Слизь в бутылке
botania:starsword, item.starSword.name
botania:exchangerod, item.exchangeRod.name
botania:magnetringgreater, item.magnetRingGreater.name
botania:thundersword, item.thunderSword.name
botania:manaweavehelm, item.manaweaveHelm.name
botania:manaweavechest, item.manaweaveChest.name
botania:manaweavelegs, item.manaweaveLegs.name
botania:manaweaveboots, item.manaweaveBoots.name
botania:autocraftinghalo, item.autocraftingHalo.name
botania:gaiahead, item.gaiaHead.name
botania:sextant, item.sextant.name
botania:speedupbelt, item.speedUpBelt.name
botania:baublebox, item.baubleBox.name
botania:dodgering, item.dodgeRing.name
botania:invisibilitycloak, item.invisibilityCloak.name
botania:cloudpendant, item.cloudPendant.name
botania:supercloudpendant, item.superCloudPendant.name
botania:thirdeye, item.thirdEye.name
botania:astrolabe, item.astrolabe.name
botania:goddesscharm, item.goddessCharm.name
botania:livingwood0stairs, tile.livingwood0Stairs.name
botania:livingwood0slab:0, Плита из жизнедерева
botania:livingwood0wall, tile.livingwood0Wall.name
botania:livingwood1stairs, tile.livingwood1Stairs.name
botania:livingwood1slab:0, Плита из досок жизнедерева
botania:livingrock0stairs, tile.livingrock0Stairs.name
botania:livingrock0slab:0, Плита из жизнекамня
botania:livingrock0wall, tile.livingrock0Wall.name
botania:livingrock1stairs, tile.livingrock1Stairs.name
botania:livingrock1slab:0, Плита из кирпича жизнекамня
